Lat_Center,Lon_Center,Height_km,mean_gaussian,std_gaussian,n_eruptions_year,std_n_eruptions_year,type_v
35.7153414022,-148.642639981,2.0702,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-31.5450637203,-131.788743168,1.566375,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
35.9254843152,-122.685856786,3.00669230769,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-16.5149020796,-105.016749611,1.88033333333,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-12.2911812229,-98.4217959216,2.1553,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
25.0389074975,-96.3826515721,4.3491,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-37.898326749,-90.0286334603,1.8775,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
10.1074519626,-85.36857361789998,2.21061538462,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-17.6946288126,-75.109783768,3.43452380952,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-21.9604283741,-68.8404544941,1.79048275862,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
2.83015808329,-58.5801133436,1.55427777778,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-8.80806524751,-54.7838403759,1.6157826087,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
2.79319335689,-46.076118556,1.61828571429,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
1.9877265199,-43.5962046063,1.92981818182,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-43.5429943617,-38.326230961,1.5789047619,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-34.4301991614,-31.4949862562,2.22252380952,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
10.8240873904,14.4203751156,2.21361904762,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
14.5460754667,15.6911997911,1.60086956522,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
9.27181641241,29.1112443119,2.80331578947,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
0.756458109311,34.4226264028,2.85372222222,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
29.7401881165,44.853476281,5.16653333333,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
2.67236800375,45.5670784124,2.033375,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
9.49962126462,-150.54246974,3.51341176471,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
13.2965127738,-149.063628305,1.596,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
14.3650497248,-118.839488811,3.31593333333,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-31.9545690958,99.7098321312,2.26373684211,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
35.3092312661,-140.548467749,2.30117647059,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
14.4681405473,-155.11835132,2.5915,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
71.9027487533,-104.823367351,2.07129166667,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
9.03265798454,-140.790550784,1.8115625,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
12.3033120918,-133.444430399,2.86310526316,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
44.7495158303,-175.168354313,1.5278125,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
22.1928394538,-120.365869817,2.0512,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
23.9069782166,-79.8194481572,2.55806666667,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
32.3947089876,-77.0947543285,3.90686666667,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
20.3688532553,-171.412127491,2.72184615385,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
8.82084210932,-171.9913852,1.91489473684,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
3.64519698439,-159.783412168,3.08905882353,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
0.852580911176,-165.326403176,4.97558823529,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-2.1528621365,-165.265397007,5.95669230769,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-46.6074844617,-145.35690072,2.40572222222,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-44.5509154966,-86.6887389603,1.71015,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-27.0969529436,-87.07214997379998,1.66714285714,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
57.519898389,-105.10886167,1.65905,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-34.1772405287,86.3812694785,1.974,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-38.8740014722,-35.3215659139,1.64818181818,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
21.7787742998,-8.15159804316,1.87644444444,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
8.68713650602,-52.4763760765,1.981125,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-6.18784182956,-60.7374970725,1.51785714286,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
29.9183157416,48.7196302037,4.92476,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
22.6550321894,-1.32926716939,2.73714285714,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-7.13132319606,-138.24536756,3.60296,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
3.5449289281,-89.96153155909998,2.67425,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-10.7040644455,173.069983411,2.81156,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-11.0072048574,-148.681794966,2.07539130435,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
-8.96685386721,-145.73165925,1.79956,1.5550887296309766,0.9343848318032987,24.839999999999996,12.78,large
